price,restaurant_id,id,name
20.3,70,452,"Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice"
27.5,344,2257,Bar-B-Q Spare Ribs
22.1,225,1480,Fresh Fruit Cup
14.4,137,918,Fresh Fried Onion Rings
22.3,157,1049,"Sauvignon Blanc, Honig, 1999 (Napa Valley)"
21.8,153,1023,Unfiltered Apple Juice
24.6,352,2311,PENNE WITH A WILD MUSHROOM SAUCE
27.6,221,1450,"Moet & Chandon, Brut Imperial, 1992"
29.2,76,483,Moo Shu Pork w. 4 Pancakes
21.5,81,524,"CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96"
37.4,398,2606,Lobster Chop Suey
33.7,395,2588,"SPICY CAESAR SALAD WITH A ROASTED CORN, GARLIC CITRUS DRESSING, SOFT SAMBAL CHILI POLENTA CROUTONS AND WHITE CHEDDAR CHEESE"
26.4,303,1992,Pork Tonnata with Arugula
16.4,14,97,112- Veuve Cliquot Brut N/V
13.4,85,548,La Chiripada 97 Reserve Riesling (NM)
21.5,374,2461,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads"
29.9,321,2113,"Chardonnay, Edna Valley Vineyard, 1999, (California)"
15.1,130,873,"Arugula Salad chopped tomato, fennel, shaved parmigiano"
17.5,206,1359,Banoffee
25.2,294,1941,"Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95"
23.4,236,1555,Veuve Clicquot Brut Yellow N/V
26.6,270,1781,San Francisco Cioppino - fish and shellfish stew with Maya shrimp & Crostino
21.2,320,2106,Champagne Apertifs
20.1,200,1324,Roll Mops
32.4,235,1548,Loup de Mer - with cockles and organic vegetables in its own broth
19.4,51,322,A glass from our GIANT bottle of Querciabella
19.1,269,1773,Mushroom Egg Foo Young
21.1,261,1714,Spinach Wonton Soup
18.7,387,2534,"Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE"
27.9,70,450,"Gavi di Gavi Barrique, La Guardia"
27.2,410,2684,Samuel Smith Pale Ale
25.4,197,1308,POT AU FEU WITH MARROW BONE AND TRADITIONAL ACCOMPANIMENTS
20.3,266,1751,MARYLAND CRAB CAKES
16.9,66,421,Joes Blackened Grilled Potatoes
20.8,69,445,"Cabernet Sauvignon, Seven Oaks, J. Lohr"
18.4,148,986,Lemonade
17.9,209,1377,Egg mayo
27,138,923,"Mediterranean Salad:  Marinated Grilled Chicken, Roasted Red Peppers & Avacado over a Crisp Garden Salad (Cajun Chicken also available) ... 5.95"
18.1,33,219,"Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy)"
19.5,76,486,Sides
14.7,253,1670,Blueberry  or Apple Crumb Cake ...1.75
8.5,108,722,Egg Rolls
23.8,307,2020,"Dalla Valle 1994, Napa"
31.5,388,2543,Kung Po Chicken
13.2,118,796,Pan fried john dory filets on Isreali cous cous with fresh organic black berries and champagne butter sauce.  Twenty Six
18.3,358,2350,"Mix & Match Flight: Franciscan Merlot, McDowell Syrah, Cline Old Vines Zinfandel"
18.3,188,1254,Duck Egg with Tuna Bottarga
32.3,168,1125,"Pinot Noir, Willakenzie, 1998. (Oregon)"
20.7,211,1384,CrÃƒÂ¨me BrÃƒÂ»lÃƒÂ©e
14.1,121,820,"CONSOMME, HOT"
20,38,245,"Half-Sandwich (choice of Tuna Salad, Curried Chicken Salad or Sliced turkey) with Lobster Bisque"
25.9,162,1086,Smoked Chub Fillet
18.4,203,1343,"Aloxe-Corton l Er Cru, Les Valozieres, Antonin Rodet, 1996 (Burgundy)"
25.9,78,496,Salad
35.7,331,2183,Steamed Broccoli w. String Bean
35.1,297,1955,Chilled Poached Salmon Served with Watercress Dressing
30.6,226,1482,Broccoli w. Snow Pease & String Bean
22.9,58,375,"Sauvignon Blanc, Babich"
26,97,638,Fegatini di Pollo chicken livers & crostini served hot in a clay pot
18.8,190,1260,"Est! Est! Est!, Falesco 1996 (Lazio)"
18.5,372,2444,SOFT SHELL CRAB (in season)
26.7,98,642,Steak Frites Italian Style (House Specialty) fresh porcini
25.1,340,2233,Bar-B-Q Beef Stick
16.9,18,125,"Vowel: Scotch, Sweet Vermouth, OJ, Akavit, Bitters"
13.5,9,66,Banoffee
26.9,326,2148,"By the bottle: Benziger, Chardonnay, Carneros, USA 1999"
16,85,553,Fresh Seasonal Succotash
19.3,293,1938,Fried Scallops (10)
18.6,1,10,Angel Hair Primavera
30.3,183,1221,"Merlot, Madame Costeau"
26.8,112,749,Sweet & Sour Pork
33.7,203,1345,"Primitivo, A. Mano"
22.9,337,2218,Bistec Milanese STEAK MILANESE
29.7,48,299,"212- Greco di Tufo 1999, Feudi di San Gregorio (Campania)"
28.6,133,892,Roasted Beets
26.6,217,1425,"Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998"
30.4,323,2126,Vegetable Chow Mein
25.7,160,1069,Beef w. Chinese Vegetable
23.7,169,1131,"Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga"
20.6,33,216,"MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage)"
23.3,341,2236,Key Lime Pie
17,362,2376,Stella Artois
27.5,352,2314,"Amarone Classico 1995, Allegrini (Veneto)"
22.3,182,1213,DIET COKE
11.4,115,778,"Rigatoni with pancetta, chicken, tomato, and onion"
30.4,136,909,"Liberty School 1995, Coastal Oaks"
20.9,14,96,Terrine de canard
33.3,353,2324,"CABERNET SAUVIGNON, Briarcrest, Clos Du Bois"
22.2,335,2204,"Chablis Premier Cru, Fourchaume 1996"
21.8,176,1177,Beef w. Pepper & Tomatoes
22.6,415,2725,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
32.8,323,2123,Roast baby goat seasoned with rosemary and garlic (when available)
33.3,262,1724,"Sauvignon Blanc, Cakebread 97"
21.1,278,1831,Chicken Mai Fun
18.5,52,333,"Insalata Di Gamberi e Avocado SHRIMP WITH AVOCADO, LEMON, HERBS & DRESSING"
22.3,330,2180,Carrot Cake
30.4,344,2259,"Brandy Alexander: Brandy, Cream, Creme de Cacao"
15.4,339,2226,Pasta Pomodoro CHOICE OF PASTA WITH TOMATO OR MARINARA SAUCE
23.2,159,1062,Spaghetti Carbonara with pancetta and Parmesan
28,397,2602,Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad
21.8,104,690,Fried Smelts. Butterflied and Boneless
14,118,799,Shrimp w. Mushrooms
17.2,50,316,"Knudsen Erath 1995, Oregon"
35.3,421,2772,Seafood Platter for the Table
21.7,148,987,"Daurade tartare, extra virgin olive oil"
17.3,82,533,Shellfish Platter
33.2,322,2117,"Rose, Chateau Pech Redon 1997 (Languedoc)"
18.1,31,198,"Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany)"
20.4,93,610,ORANGE BEEF
14.7,333,2194,SOFT SHELL CRAB SANDWICH ON TOASTED RYE BREAD WITH SAUCE TARTARE
28.1,218,1430,Baklava
28.3,164,1096,Carrot Cake
34.5,328,2162,"Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma)"
23.3,150,1008,Fresh Fruit Cup:  Small ...2.75   Large ...3.75
22.2,105,699,Fried Chicken Wings (4) w. Beef Fried Rice
28.6,74,476,Joes Sizzling Chicken Fajitas
9.4,109,723,"STEAK TARTARE, THE CONVENTIONAL WAY OR LIGHTLY SEARED"
22.2,348,2292,BEVERLYS LEMON CRUMB CAKE
15.8,137,917,Lobster Quesadilla
17.1,407,2665,Striped Bass Al Placere STRIPED BASS ANY STYLE
19.8,242,1595,"Penne with assorted smoked salmon, radicchio, arugula"
23.4,171,1144,"Fiore Di Lacte FRESH MOZZARELLA, TOMATO & BASIL"
24.1,223,1462,Warm Goat Cheese and Carmelized Onion Tart
22.8,314,2071,Roast Pork w. Mushrooms
17.8,99,649,"Sauvignon Blanc, Cakebread 97"
26.8,61,389,GINGERED SPRING TOMATO BISQUE WITH BABY ROCK SHRIMP AND CRÃƒÂ¨ME FRAICHE
31.2,393,2575,Malpeque Oysters
19,97,636,"Redeye Grill Hamburger - Monterey Jack cheese, shoestring potatoes, tomato, onion, and pickle"
16.4,313,2062,Sea sCALLOPS
13.6,375,2466,A glass from our GIANT bottle of Querciabella
19.6,180,1206,"Insalata Di Spinacci WITH BACON, WALNUTS & MUSHROOMS"
31.2,304,2006,Soup of the day
15.3,146,976,Columbia Crest 95 Merlot (Columbia Valley)
30.3,191,1271,"Roasted Beet Salad with leeks, haricots verts and fourme dAmbert"
33.7,359,2357,"Glass of Chardonnay Seppelt, 1996, Australia"
14.2,106,704,Shoestring Potatoes
19,302,1989,Champagne
22,274,1804,Roederer Brut Premier (Reims)
23.6,385,2522,Pear Pie. Naturally Sweetened Pear with Blueberry Topping
23.4,319,2096,Chicken w. String Beans
25.2,114,770,Lobster Lo Mein
17.3,105,696,"FETTUCINE AL FRESCO Bucheron goat cheese, fresh tomato & basil"
26.1,353,2318,Taylor Fladgate 40 yr
20.2,109,728,Shrimp w. Hot Spicy Szechuan Sauce
32.6,373,2451,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
23.6,200,1325,"Veal Chop - wild mushroom sauce, aparagus, and truffle potato croquette"
15.6,358,2354,"Ribera del Duero, Pesquera,. 1997.  (Spain)"
11.3,422,2775,Green Tea Ice Cream
22.7,49,305,"Les Terrasses 1998, Palacios (Priorat)"
28.9,364,2382,"Pinot Gris, King Estate, 1999 (Oregon)"
16.4,227,1489,"Merlot, Vintners Blend, Ravenswood, 1998. (Sonoma)"
23.4,224,1471,Nachos El Grande
27.9,16,116,Seafood Antipasto any six seafood items
16.8,266,1753,CALABRIA PEPPERONI mozzarella & tomatoes
8.5,63,398,"Sauvignon Blanc, Chateau Souverain"
23.2,187,1247,Beau Soleil Oysters with Mignonette
20.4,304,2003,"Seafood Casserole. Scallops, Shrimp, Lobster and White Fish...Au Gratin...choice of one Side"
30.6,343,2251,"Caymus Special Select, 1994"
26.6,417,2739,"Chardonnay, Estate Bottled, Beringer"
23.8,104,691,SOFT SHELL CRAB (in season)
26.8,369,2422,"209- Pinot Grigio 1999, Peter Zemmer (Alto Adige)"
15.3,93,611,"Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four"
31.9,77,490,"Sauvignon Blanc, Honig, 1999 (Napa Valley)"
17.1,109,726,Cappuccino*
19.4,33,214,Pollo Fiorentina BREAST OF CHICKEN WITH SPINACH & MOZZARELLA CHEESE
38.7,355,2334,"Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany)"
16.1,281,1855,French fries
25.2,403,2639,"NUITS ST. GEORGE, DOMAINE DE LARLOT, PREMIER CRU 95"
16.8,188,1251,Grilled Vegetables
32.3,325,2139,Hot & Spicy Beef
14.4,267,1759,"Amarone Tomassi 1979, Valpolicella"
21.7,383,2515,Thai Red Curry with marinated Tofu *
20.6,170,1138,"Chardonnay, Estancia Estates 1996 (Monterey)"
17.4,77,495,VEAL CHOP PARMIGIANA (house specialty)
20.2,79,506,"Consomme, Cold"
25,251,1655,"Lobster Roll. Fresh Lobster Meat from a stemed 1-1.25 lb. Lobster...cold, creamy Lobster Salad in a toasted Bun...with French Fries"
17.5,384,2519,Iced Flavored Coffee ... 1.75/1.95
22,128,860,Dubonnet
28.1,165,1107,Shrimp Cocktail
24.2,102,674,"Pacific Sea Bass Asian Style with angel hair pasta, clams, black bean sauce"
24.3,285,1879,"St. Emilion, Chateau Faugeres 95"
22.7,138,921,Blackened Chicken Caesar Salad
13.9,170,1140,Rib Tips w. Garlic Sauce w. Chicken Fried Rice
25,350,2306,Scallion Pancakes
8.9,253,1667,Chard
26.2,258,1700,"Ribera del Duero, Crianza 1997, Sastre (Spain)"
33.7,306,2017,2005 CLARET Napa Valley Newton
18.8,132,885,Steamed Broccoli w. Chicken
13.4,116,781,Eggs Benedict
25.6,352,2312,Espresso ... 1.50 ... 2.00
13,14,100,Chicken w. String Beans
18.6,324,2129,"Specialty Sandwiches: #15  No Mayo No Oil Tuna Salad:  Plum Tomato, Crisp Romaine on Rosemary Foccacia ... 5.95"
22.2,245,1614,"Greek Salad, Hearts of Romaine, Peppers, Stuffed Vine Leaves, Feta Cheese, Olives, Tomato and Red Onion ... 5.95"
25,179,1198,Fantasia Di Mari SEAFOOD SALAD
16.8,108,720,Hot & Spicy Chicken
22.9,355,2331,Fried Fish (2) w. Plain Fried Rice
28.8,167,1121,Steak Tartare
11,92,598,Spare Rib Tips
33.1,364,2387,"2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles)"
30.8,16,111,Steamed Broccoli w. Shrimp & Chicken
10.6,406,2658,Steamed Brown Rice
20.6,15,107,Chicken w. Garlic Sauce
30,90,584,Steamed Vegetable Dumplings (8)
24.8,277,1828,"Subgum Wonton a delicious mixture of lobster meat, chicken, roast pork, shrimp & garden vegetables garnished w. crispy wonton."
25.8,158,1059,Rib Tips w. Garlic Sauce w. French Fries
17.7,43,276,"Parfaits - No-fat Vanilla Yogurt, Low-fat Granola & Fresh Fruit ...2.75/3.75"
32.9,322,2115,Hot Chocolate with Whipped Cream ... 1.50 ... 2.00 ... 2.50
20.5,310,2045,ENGLISH BREAKFAST TEA
16.5,402,2635,"Bearboat 1995, Russian River"
24,85,554,Rob Roy
29.1,91,591,"Chardonnay, Glass Mountain"
11.9,173,1156,"Cosentino The Zin, 1995, Napa"
14.9,8,56,"House Spicy Maki Rolls - jalapeno smoked salmon, yellowfin tuna, cucumber, scallion, flying fish roe"
38.3,423,2782,"Veal Chop - wild mushroom sauce, aparagus, and truffle potato croquette"
26.2,319,2099,Sweet & Sour Pork & Chicken Mixed
30.9,335,2205,"Swordfish. Grilled and served with sauteed Cherry Tomatoes, Rice Pilaf and Cold Cucumber Sauce"
21.3,46,289,"Clos Pegase Hommage, 1994, Napa"
26.8,174,1163,"Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma)"
17.8,281,1852,Lemonade
33.1,120,807,Mixed field greens in a sherry vinaigrette
26.6,216,1418,"Roasted Beet Salad with leeks, haricots verts and fourme dAmbert"
28.9,337,2217,"Mitchelton Shiraz 1994, Australia"
16.6,357,2346,"Lungarotti, Rubesco Riserva Montichhio Vineyard 1988 (Umbrian)"
27.4,189,1256,OUR VERY OWN APRICOT SORBET
8.4,59,378,"Pouilly Fuisse, Les Chailloux, Philippe Forset, 1998 (Burgundy)"
22.4,32,210,"WHITE ZINFANDEL, River Oaks"
12.3,109,731,"Sauvignon Blanc, Cakebread 97"
36.4,218,1434,"Buffalo Chicken Wings, w. French Fries"
27.8,198,1316,"St. Morillion 1996, Chile"
20.7,242,1594,"Barbera DAsti, Camp Du Rouss, Coppo, 1997. (Piedmont)"
21.2,324,2128,"Chardonnay, Markham"
27.2,210,1381,Strawberry Mineral Water
33.8,240,1582,Steak Tartare - with quail egg
28.3,174,1162,1 lb Chilled Lobster
16.3,118,800,"Cabernet Sauvignon, River Oaks"
14.6,82,527,Chicken w. Garlic Sauce
14.9,50,317,PENNE WITH A WILD MUSHROOM SAUCE
27.9,268,1764,Fried Chicken Wings (4)
35,279,1842,Cheese Plate
14.3,14,94,Way 2Cool Root Beer (Taos Brewing Co.)  full bodied drinks
25.4,166,1111,1/4 lb. Colossal Crab Meat
17.5,142,944,"Moulin-a-Vent Cuvee Vielles Vignes, Domaine Diochon, Beaujolais, France 1999, bottle"
37.4,393,2577,Asian Chicken Salad
29.3,209,1376,Bacon sage rubbed Rocky chicken breast in french pastry citrus cracked pepper cream and leeks.  Twenty Six
26.8,286,1890,"Redeye Grill Hamburger - Monterey Jack cheese, shoestring potatoes, tomato, onion, and pickle"
26.9,410,2683,Carrot Cake
27.2,240,1586,CROSTATA CALDA CON GRUTTA FRESCA
34.3,53,340,Iced coffee or Tea ... 1.50/1.95
30.5,388,2538,"Sauvignon Blanc, Babich"
31.8,271,1789,Steak Frites with maÃƒÂ®tre d butter or bearnaise sauce
17.1,173,1158,Onion Strings
16.9,222,1460,Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables
23,250,1647,Carrot Cake Square
26.6,264,1739,Kirschwasser
30.9,316,2084,Shrimp w. Pepper & Tomato
14.8,81,525,"Chardonnay, Hess Select, 1999, (California)"
28,96,627,AMERICAN CHEESE
15.3,366,2399,Dr. Pepper
19.9,405,2653,Smoked Salmon. Thinly sliced...Pumpernickle Toast
29.6,162,1085,Roast Pork w. Brococli
20.5,39,251,FRIED ARTICHOKES
11.6,170,1137,"Bonny Doon Riesling Pacific Rim 1995, Calif."
23.9,70,449,"Pomerol, Chateau Lagrance 94"
28.5,98,644,"Country Mashed Potatoes, skin on"
25.9,220,1444,"Roasted Cold Salmon salsa verde, accompanied with a selection of any four vegetables from our Antipasto Bar"
20.6,140,936,Canadian Club
34,273,1799,Whole Camembert
19.5,39,248,Bluefish. Also available baked with Mustard Sauce
23.7,284,1876,"Poussin - with braised hearts of romaine, parmesan and anchovy"
19.2,155,1036,"Tuna Salad on Choice of White, Rye, Wheat Bread or a Roll"
29.3,312,2056,"TOFU DELIGHT Zucchini, Tomatoes, Soft Tofu in a Black Bean Sauce (Taro Spring Roll, Brown Rice)"
26.7,120,815,"Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan"
26.6,193,1278,"Pinot Noir, Willakenzie, 1998. (Oregon)"
20.8,137,919,Maine Clams
22.5,158,1057,Chicken w. Bean Curd
15.7,82,532,"Cabernet Sauvignon, Rabbit Ridge"
34.8,221,1454,"Sancerre, Bernard Clement 1996, Loire"
30,270,1782,Steak Frites Italian Style (House Specialty) fresh porcini
19.4,145,969,Salad
21.7,359,2359,Hollywood Cobb Salad
29.3,176,1171,"Tomato, Onion & Bleu Cheese Salad- Dijon vinagrette"
9.9,358,2348,San Pallegrino
21.2,5,35,"Mango Carnitas Enchiladas, vegetarian"
22.3,214,1408,"Chianti Classico, Riserva 1997, Felsina Rancia (Toscana)"
31.1,411,2695,Onion Soup GratinÃƒÂ©e
25.7,312,2053,"Gewuertztraminer, Trimbach, Alsace, France 1998"
13.2,215,1412,Poached Red Snapper in a Saffron Broth served with Baby Vegetables
20.6,32,206,OMaras Irish Country Cream with coffee
24.4,230,1513,Chicken w. Mixed Veg
21.9,340,2229,"SNAILS, IN A CREAMY GARLIC SAUCE NESTING IN A CRISPY ROLL"
33.4,138,925,"Muskat, Haardt Burgergard Kabinett, Muller-Catoir, 1996 (Pfalz)"
18.2,161,1075,"Sauvignon Blanc, Duckhorn Vineyards 1996 (Napa)"
15.6,215,1410,"Mitchelton Shiraz 1994, Australia"
15.3,419,2751,Sheeps Ricotta Gnudi with Sage & Brown Butter
11.6,35,229,Virgin Mary
31,206,1357,"Lobster Risotto with fava beans, radicchio and savory"
31,388,2536,"Schramsburg, Blanc de Blancs 1992, Napa"
29.8,284,1873,"Bricco Manzoni 1993, Manzoni (Piemonte)"
35.9,343,2253,Beefsteak Tomato and Mozzarella
26,78,499,"Lobster Roll. Fresh Lobster Meat from a stemed 1-1.25 lb. Lobster...cold, creamy Lobster Salad in a toasted Bun...with French Fries"
20.9,133,894,Assorted Teas*
20.8,388,2544,Warm Goat Cheese and Grilled Vegetable Salad
31,91,594,"RIGATONI eggplant, portobellini mushrooms, tomato & ricotta sarda"
23.1,172,1148,"Chateau Beau-Site, Cru Bourgeois, St. Estephe, France 1996"
17.3,6,39,"Albarino, Morgadio, 1999. (Spain)"
15.3,71,458,Egg mayo
23.7,307,2022,Avocado Stuffed with Crabmeat
12.5,109,727,Little Neck Clams
21.6,411,2697,"Cabernet Sauvignon, Phiippe Lorraine"
8.2,170,1136,Moo Shu Baby Shrimp w. 4 Pancakes
24.2,254,1679,TETE DE MOINE
32.3,226,1487,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI"
9.8,52,330,Home made Ice Cream
22.3,184,1228,"Pinot Grigio Benefizium Porer, Alois Lageder, Alto Adige, Italy 1999"
26.1,230,1508,Joes Sizzling Chicken Fajitas
28.6,33,215,Lanson Black Label
26.8,16,115,"Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25"
12.7,405,2654,Home made Ice Cream
29.7,218,1431,Soup du Jour
23.8,61,392,"2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles)"
30.8,164,1097,Manhattan
23.9,182,1218,Onion Soup GratinÃƒÂ©e
34,397,2599,"Chateauneuf Du Pape, Vieux Mas Des Papes 1996 (Rhone)"
15.6,206,1355,Pork w. Bean Curd
16.9,67,428,2005 CLARET Napa Valley Newton
21.8,165,1106,Spare Rib Tips w. Plain Fried Rice
29.7,140,935,Parrilla Mixta SPECIAL MIXED GRILL
23.4,221,1453,Veuve Clicquot Brut Yellow N/V
24.8,299,1972,1/4 lb. Colossal Crab Meat
15.2,390,2554,Canned Soda ... ..90
24.2,144,962,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bÃƒÂ©arnaise sauce
28.5,138,928,Joes Buffalo Tenderloins
17.7,173,1154,Steamed Plain Broccoli
29.6,323,2124,Jonah Crab Claws. On ice
18,1,7,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75"
25.4,155,1033,Littleneck Clams
13.2,51,321,Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables
28.6,282,1858,Lapin a la Moutarde
28.5,216,1416,"CABERNET SAUVIGNON, Briarcrest, Clos Du Bois"
18.3,2,15,Vitello Milanese BREADED VEAL TOPPED WITH MUSHROOMS
32.3,349,2298,Strawberry & Raspberry Tart
24,179,1197,Roquefort Dressing
20.2,169,1133,"WHITE ZINFANDEL, River Oaks"
19,184,1234,"Duckhorn 1995, Napa"
23.4,94,614,Brandade de Morue
35.4,314,2072,"Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four"
21.8,288,1906,"Seafood Antipasto. Grilled Shrimp, Clams, Mussels and Calamari...with Greens, provolone Cheese and Olives...Tomato Vinaigrette"
23.2,233,1529,"Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina)"
34.9,328,2166,Milk ... ..65/1.25
29.3,373,2452,"Prosciutto Pizza - mozzarella, goat cheese, tomato & arugula salad"
24.5,157,1048,Montecillo 96 Vina Cumbrero (Spain)
24.8,116,783,"STURGEON SCHNITZEL, OUR SPECIALTY, WITH CUCUMBER SALAD AND SAUCE REMOULADE"
20.8,304,2007,Gazpacho
23.3,54,346,"Beringer 1996, Napa"
19.4,2,19,Broccoli w. Mushrooms
28.6,238,1572,"Specialty Sandwiches: #15  No Mayo No Oil Tuna Salad:  Plum Tomato, Crisp Romaine on Rosemary Foccacia ... 5.95"
13.6,37,239,NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing
20.9,235,1543,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
20.2,98,645,Open Grilled Cheese Sandwich with Tomato and Bacon
30.9,354,2327,ASPARAGUS-STILTON OMELETTE
30.4,45,284,Duck Shepherds Pie
29.7,72,462,VEAL CHOP red peppers & rosemary potatoes
18.9,90,580,Spinach Wonton Soup
34.7,258,1703,Redeye Dill Gravlax Salmon
20.9,243,1605,Duchess potatoes
12.6,391,2566,warm valrhona chocolate cake with green tea sauce
17.5,367,2408,"Cabernet Sauvignon, Domaine St. George"
15.5,381,2502,"Linguini with White Clam Sauce. Lots of whole and chopped Clams, Garlic, Parmesan, Herbs and Butter"
9.1,175,1168,"Chardonnay, Estate Bottled, Beringer"
20.5,262,1725,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing"
31.8,261,1717,"Domaine Chandon, Reserve"
29.5,399,2614,"Crispy red corn relleno filled with Isacs roasted duck and black bean mole, jalapeno - mango salsa and crÃƒÂ¨me fraiche.  Eight Fifty"
23.9,221,1451,Moo Goo Gai Pan
17.5,386,2526,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
17.4,3,24,2007 SAUVIGNON BLANC Santa Ynez Valley Brander
36.3,212,1390,A VEGETABLE BUFFET PLATTER IN THE MIDDLE EASTERN MANNER SERVED WITH PITA BREAD
19.1,285,1880,Shredsded Pork w. Garlic Sauce
23.6,149,994,Sliced Grilled Chicken over Caesar Salad
31.7,192,1276,Carrot Cake
8.5,267,1757,"Selaks 1996, N. Zealand"
27.7,0,2,Cold Poached Atlantic Salmon: three vegetable antipasti
20.8,180,1202,"Pancetta-Wrapped Baby Squid - with black rice cake, rosemary and saffron"
24.6,182,1217,Any Side Vegetable Salad
20,415,2724,Reeses Brownie
26.9,330,2176,Beefeater Gin
22.1,113,760,Warm Goat Cheese and Grilled Vegetable Salad
21,405,2652,Vitello Milanese BREADED VEAL TOPPED WITH MUSHROOMS
33.6,294,1940,"Viognier, Vichon"
17.8,2,18,Fresh Blackened Cajun Grouper
22.6,89,571,"Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey"
13.9,197,1307,"MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage)"
28.4,183,1219,Moo Shu Beef w. 4 Pancakes
9.3,339,2228,Calvados Busnel VSOP
31.8,136,912,STILTON CHEESE & WALNUTS WITH A GLASS OF PORT WINE
30.9,220,1446,"Claypot Roasted Salmon, Langostino tomato sauce & roasted potatoes"
23,30,194,Black & White Bean Soup with Spicy Shrimp Quesadilla
31.8,196,1297,"VINE-RIPE TOMATOES WITH SNOW WHITE ANCHOVIES, BASIL AND ONIONS"
14.9,63,403,"Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable."
33.6,332,2190,Fried Chicken Wings (4) w. French Fries
27.9,149,998,Beef w. Brococli
15.4,179,1194,Beef Chop Suey
25.8,401,2625,"Scampi Shrimp and Garlic with White Wine, Tomatoes and Mushrooms over Linguine"
16.3,117,788,Margherita Pizza
31.7,84,545,Steamed Dumpling (8)
24.3,238,1569,Rainbow Trout
26.3,78,503,Moo Shu Chicken w. 4 Pancakes
28.5,270,1780,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
24.1,5,37,GELATI FATTI IN CASA
9.5,47,296,Salmon Fillet with Chinese Fruit Sauce or Fragrant Seafood Sauce. With Sugar Snap Peas and Jasmine Rice
16.8,55,354,"Prosecco di Valdobbiadene Extra Dry N/V, Mionetto DOC (Valdobbiadene)"
18.7,248,1636,"Chardonnay, Edna Valley Vineyard, 1999, (California)"
20.3,257,1697,Steamed Brown Rice
26,374,2457,Roast Pork Lo Mein
13.3,247,1630,Sanka
20.5,320,2107,White Wine
30.1,362,2372,Vitello Scallopine FRANCESE STYLE
29.8,69,447,Fresh Shrimp Fried Rice
28.9,238,1575,"PoBoy Sandwich. Fried Oysters, Lettuce, Tomato & Spicy Mayo"
17.1,336,2211,Redeye Fried Potatoes
